"backup.tipo_de_abogado","backup.giro_empresa","backup.trab_base","backup.acci_on_principal","backup.causa","backup.sueldo_diario_integrado","backup.gen","backup.ano_nac","backup.horas","backup.reinstalacion_t","backup.indem_const_t","backup.sal_caidos_t","backup.rec_hr_extra","backup.rec_20_d_ias_t","backup.sarimssinfo","backup.modo_de_termino","backup.liq_total","backup.cod_imss","backup.antig_anos","backup.djuicio","backup.id","backup.menor.3.anos"
"0","2","0","2","0",202.07,"0",NA,54,"0","1","1","0","0","0","convenio",9000,"0",3.65753424657534,0.161643835616438,1121,1
"0","3","0","2","0",766.666666666667,"0",NA,NA,"0","1","1","1","0","0","desiste",0,"0",0.00273972602739726,0.010958904109589,1122,1
"1","1","0","2","0",348.39,"0",NA,75,"0","1","1","0","0","0","convenio",28000,"0",0.605479452054794,0.572602739726027,1123,1
"1","1","0","2","0",91.5,"0",NA,84,"0","1","1","0","0","0","caducidad",0,"0",2.4986301369863,1.59178082191781,1124,1
"0","2","0","2","0",833.333333333333,"1",NA,60,"0","1","1","1","0","1","desiste",0,"0",2.29041095890411,1.16712328767123,1125,1
"0","7","0","2","0",266.666666666667,"1",NA,46,"0","1","1","0","1","0","convenio",20000,"0",1.05753424657534,1.14246575342466,1126,1
"0","7","0","2","0",500,"0",NA,60,"0","1","1","1","0","1","desiste",0,"0",4.73424657534247,0.164383561643836,1127,1
"1","3","0","2","0",172.3,"0",NA,48,"0","1","1","0","0","0","convenio",8000,"0",0.0931506849315069,0.841095890410959,1128,1
"0","3","1","2","0",500,"0",NA,45,"0","1","1","1","0","1","desiste",0,"0",4.85753424657534,0.794520547945205,1129,1
"0","6","1","2","0",400,"0",NA,42,"0","1","1","0","0","1","convenio",9000,"0",10.7123287671233,1.91780821917808,1130,1
"0","3","0","1","0",400,"0",NA,NA,"1","1","1","1","0","0","convenio",22000,"0",1.27945205479452,0.572602739726027,1131,1
"0","7","0","2","0",128.333333333333,"0",NA,53,"0","1","1","1","0","1","desiste",0,"0",0.526027397260274,0.142465753424658,1132,1
"0","1","0","2","0",171.42,"0",NA,57,"0","1","1","1","0","0","desiste",0,"0",6.76712328767123,0.353424657534247,1133,1
"0","5","0","2","0",300,"0",NA,72,"0","1","1","1","0","1",NA,NA,"0",3.56986301369863,NA,1134,0
"1","1","0","2","0",115.22,"0",NA,40,"0","1","1","0","0","0","convenio",12343,"0",4.55068493150685,0.561643835616438,1135,1
"0","1","0","2","0",206.2,"0",NA,60,"0","1","1","1","0","1","convenio",17500,"0",5.78356164383562,0.649315068493151,1136,1
"0","7","0","1","0",1600,"0",NA,50,"1","1","1","1","1","1","convenio",200000,"0",10.7095890410959,0.6,1137,1
"0","2","0","1","0",643.42,"0",NA,66,"1","1","1","1","1","1",NA,NA,"0",6.4,NA,1138,0
"0","3","0","2","0",363.68,"1",NA,62,"0","1","0","1","1","0","convenio",18500,"0",1.73424657534247,0.56986301369863,1139,1
"0","2","0","2","0",285.714285714286,"0",NA,51,"0","1","1","0","1","1","desiste",0,"0",3.9013698630137,1.4027397260274,1140,1
"0","1","0","2","0",214.285714285714,"0",NA,45,"0","1","1","0","0","1","convenio",20000,"0",2.61643835616438,0.849315068493151,1141,1
"0","5","0","2","0",85.114,"1",NA,72,"0","1","1","1","0","1",NA,NA,"0",2.58356164383562,NA,1142,0
"0","5","0","2","0",85.114,"1",NA,72,"0","1","1","1","0","1",NA,NA,"0",2.58356164383562,NA,1143,0
"0","5","0","2","0",666.666666666667,"0",NA,77,"0","1","1","1","0","0","desiste",0,"0",4.05479452054795,0.0767123287671233,1144,1
"0","2","0","2","0",400,"1",NA,70,"0","1","1","1","0","0","desiste",0,"0",1.0027397260274,0.0219178082191781,1145,1
"0","1","0","1","0",1000,"0",NA,40,"1","0","1","1","0","1","convenio",350000,"0",1.96164383561644,0.416438356164384,1146,1
"1","6","0","2","0",289.57,"0",NA,60,"0","1","1","1","0","0","convenio",24500,"0",1.64109589041096,2.71780821917808,1147,1
"0","7","0","1","0",573.32,"0",NA,58,"1","1","1","1","1","0","desiste",0,"0",5.03013698630137,1.40821917808219,1148,1
"0","10","0","1","0",200,"1",NA,63,"1","1","1","1","1","0",NA,NA,"0",0.457534246575342,NA,1149,0
"0","10","0","1","0",150,"0",NA,63,"1","1","1","1","1","0",NA,NA,"0",0.265753424657534,NA,1150,0
"1","6","0","2","0",87.54,"1",NA,45,"0","1","1","0","0","0","convenio",6000,"0",5.30684931506849,1.40547945205479,1151,1
"1","6","0","2","0",121.94,"1",NA,45,"0","1","1","0","0","0","convenio",8000,"0",0.934246575342466,0.602739726027397,1152,1
"0","1","0","1","0",1568.61,"0",NA,50,"1","0","1","1","0","0","convenio",222056.5,"0",24.5835616438356,1.96712328767123,1153,1
"0","6","0","2","0",260,"0",NA,54,"0","1","1","1","1","0","convenio",25000,"0",3.64383561643836,0.561643835616438,1154,1
"0","2","0","2","0",1233.33333333333,"1",NA,54,"0","1","1","1","0","1","convenio",50000,"0",13.2986301369863,1.67397260273973,1155,1
"0","4","0","1","0",500,"0",NA,66,"1","1","1","1","1","1","convenio",5000,"0",14.7753424657534,0.331506849315069,1156,1
"0","2","0","2","0",139.285714285714,"1",NA,90,"0","1","1","0","0","0","convenio",25000,"0",3.61917808219178,0.813698630136986,1157,1
"0","2","0","2","0",720,"1",NA,72,"0","1","1","1","0","1","convenio",14000,"0",1.52054794520548,0.898630136986301,1158,1
"0","2","0","1","0",735.56,"0",NA,66,"1","1","1","1","1","1","desiste",0,"0",7.97260273972603,1.73698630136986,1159,1
"1","1","0","2","0",244.82,"1",NA,57.5,"0","1","1","0","0","1","desiste",0,"0",1.01095890410959,3.18630136986301,1160,0
"0","2","0","1","0",397.26,"1",NA,50,"1","1","1","1","1","1","desiste",0,"0",2.3013698630137,0.153424657534247,1161,1
"0","5","0","2","0",57.28,"1",NA,58.3,"0","1","1","1","0","0",NA,NA,"0",0.912328767123288,NA,1162,0
"0","5","0","2","0",60.06,"1",NA,58.3,"0","1","1","1","0","0",NA,NA,"0",2.58356164383562,NA,1163,0
"0","2","0","2","0",118.571428571429,"0",NA,72,"0","1","1","1","0","0","caducidad",0,"0",1.32328767123288,0.73972602739726,1164,1
"0","6","0","2","0",400,"1",NA,59,"0","1","1","1","0","1","convenio",20000,"0",4.59452054794521,2.0958904109589,1165,1
"0","3","0","1","0",620.73,"1",NA,51,"1","1","1","1","1","1","convenio",35000,"0",3.3041095890411,0.378082191780822,1166,1
"0","6","0","2","0",1070.66333333333,"1",NA,70,"0","1","0","1","0","0","convenio",33000,"0",2.57808219178082,0.989041095890411,1167,1
"1","3","0","2","0",117.99,"0",NA,54,"0","1","1","0","0","0","convenio",6000,"0",0.479452054794521,1.36438356164384,1168,1
"0","6","0","1","0",2922.55,"1",NA,74,"1","1","1","1","1","1","convenio",450000,"0",10.3013698630137,0.786301369863014,1169,1
"0","3","0","2","0",366.666666666667,"0",NA,72,"0","1","1","1","0","0","convenio",28000,"0",5.72328767123288,0.901369863013699,1170,1
"0","6","0","2","0",240,"1",NA,58,"0","1","1","1","0","1","convenio",15000,"0",1.34520547945205,0.96986301369863,1171,1
"1","1","0","2","0",313.56,"0",NA,48,"0","1","1","0","0","0","desiste",0,"0",12.4630136986301,1.68493150684932,1172,1
"1","2","0","2","0",137.09,"0",NA,60,"0","1","1","0","0","0",NA,NA,"0",1.78630136986301,NA,1173,0
"1","2","0","2","0",161.68,"0",NA,60,"0","1","1","0","0","0",NA,NA,"0",2.29041095890411,NA,1174,0
"1","2","0","2","0",136.91,"0",NA,60,"0","1","1","0","0","0",NA,NA,"0",0.589041095890411,NA,1175,0
"0","3","0","2","0",177.832666666667,"1",NA,48,"0","1","0","0","0","0","convenio",15000,"0",0.375342465753425,1.36164383561644,1176,1
"1","1","0","2","0",209.99,"0",NA,54,"0","1","1","0","0","0",NA,NA,"0",0.895890410958904,NA,1177,0
"1","1","0","2","0",96.32,"1",NA,60,"0","1","1","0","0","0",NA,NA,"0",0.578082191780822,NA,1178,0
"1","1","0","2","0",76.32,"0",NA,54,"0","1","1","0","0","0",NA,NA,"0",0.232876712328767,NA,1179,0
"1","1","0","2","0",92.99,"1",NA,54,"0","1","1","0","0","0",NA,NA,"0",0.30958904109589,NA,1180,0
"1","1","0","2","0",136.32,"1",NA,54,"0","1","1","0","0","0",NA,NA,"0",0.578082191780822,NA,1181,0
"1","1","0","2","0",92.99,"1",NA,54,"0","1","1","0","0","0",NA,NA,"0",0.663013698630137,NA,1182,0
"0","7","0","2","0",200,"1",NA,54,"0","1","1","1","0","0","convenio",9000,"0",0.391780821917808,1.16164383561644,1183,1
"0","7","0","2","0",190,"0",NA,69,"0","1","1","1","0","0","desiste",0,"0",1.17808219178082,1.13150684931507,1184,1
"1","6","0","2","0",302.9,"1",NA,47.5,"0","1","1","1","0","1","desiste",0,"0",6.1013698630137,1.87123287671233,1185,1
"0","7","0","2","0",166.666666666667,"0","1985",45,"0","1","1","1","0","0","convenio",5000,"0",1.22739726027397,1.60821917808219,1186,1
"0","2","0","2","0",121.428571428571,"0",NA,60,"0","1","1","1","0","0","desiste",0,"0",0.284931506849315,0.706849315068493,1187,1
"0","7","1","2","0",172.612,"0",NA,57,"0","1","1","1","0","0",NA,NA,"0",3.74794520547945,NA,1188,0
"0","2","0","2","0",333.333333333333,"1",NA,66,"0","1","1","1","1","0",NA,NA,"0",20.3506849315068,NA,1189,0
"0","2","0","3","0",NA,"0",NA,50,"0","1","1","1","0","1","desiste",0,"0",NA,0.523287671232877,1190,1
"0","3","0","2","0",183.34,"0",NA,55.5,"0","1","1","1","0","1","convenio",20000,"0",1.47671232876712,1.15890410958904,1191,1
"1","5","0","2","0",209.04,"0",NA,72,"0","1","1","0","0","0","convenio",10000,"0",2.13698630136986,1.85205479452055,1192,1
"1","2","1","2","0",268.76,"1",NA,52.5,"0","1","1","0","0","0","desiste",0,"0",1.11506849315068,2.48219178082192,1193,1
"1","6","0","2","0",194.32,"0",NA,48,"0","1","1","0","0","0","desiste",0,"0",0.627397260273973,1.56438356164384,1194,1
"0","7","0","2","0",561.62,"1",NA,55,"0","1","1","1","1","1","convenio",33000,"0",2.86301369863014,1.18630136986301,1195,1
"0","7","0","2","0",195.65,"0",NA,40,"0","1","1","0","1","0","convenio",25000,"0",4.3013698630137,0.810958904109589,1196,1
"0","5","0","2","0",350,"1",NA,66,"0","1","1","1","0","0","convenio",7000,"0",0.304109589041096,0.832876712328767,1197,1
"0","6","0","2","0",524.44,"0",NA,70,"0","1","1","1","0","1","convenio",12851.33,"0",2.25205479452055,0.810958904109589,1198,1
"0","5","0","1","0",429.58,"0",NA,48,"1","1","0","0","1","0","desiste",0,"0",11.5315068493151,1.14246575342466,1199,1
"0","3","0","1","0",188.53,"1",NA,45,"1","1","1","1","1","1","convenio",11933,"0",2.40547945205479,0.106849315068493,1200,1
"0","4","0","2","0",233.87,"0",NA,84,"0","1","1","1","1","1","convenio",24615.33,"0",3.52328767123288,1.93424657534247,1201,1
"0","3","0","2","0",2077.52,"1",NA,66,"0","1","1","1","0","1","convenio",195000,"0",0.580821917808219,0.671232876712329,1202,1
"1","3","0","2","0",122.29,"1",NA,22,"0","1","1","0","0","0","convenio",11395.99,"0",4.32876712328767,1.2027397260274,1203,1
"0","1","0","2","0",96.67,"0",NA,50,"0","1","1","1","1","1","desiste",0,"0",12.1232876712329,0.158904109589041,1204,1
"1","3","0","2","0",348.38,"1",NA,45,"0","1","1","0","0","0","convenio",4000,"0",0.663013698630137,1.94520547945205,1205,1
"0","1","0","2","0",133.33,"1",NA,60,"0","1","1","1","0","0","convenio",5000,"0",2.63287671232877,0.657534246575342,1206,1
"0","2","0","2","0",1500,"0",NA,66,"0","1","1","1","0","1","convenio",60000,"0",3.24657534246575,1.67671232876712,1207,1
"0","1","0","2","0",120,"0",NA,66,"0","1","1","1","0","1","convenio",10000,"0",2.51506849315069,0.616438356164384,1208,1
"0","2","1","2","0",200,"0",NA,50,"0","1","1","0","0","1","convenio",8000,"0",0.326027397260274,0.383561643835616,1209,1
"0","1","0","2","0",233.2,"0",NA,72,"0","1","1","1","0","1","desiste",0,"0",2.22191780821918,0.386301369863014,1210,1
"0","1","0","1","0",280.81,"0",NA,60,"1","1","1","1","1","1","convenio",11000,"0",0.435616438356164,0.668493150684932,1211,1
"0","1","0","1","0",300,"1",NA,62,"1","0","1","1","0","1","convenio",6500,"0",0.438356164383562,0.367123287671233,1212,1
"0","3","0","2","0",153.33,"1",NA,60,"0","1","1","1","0","1",NA,NA,"0",0.953424657534247,NA,1213,0
"0","3","0","2","0",153.33,"1",NA,60,"0","1","1","1","0","1",NA,NA,"0",0.953424657534247,NA,1214,0
"0","3","0","2","0",242.85,"1",NA,60,"0","1","1","1","0","1","convenio",40000,"0",0.879452054794521,1.22191780821918,1215,1
"0","1","1","1","0",983.74,"1",NA,60,"1","1","1","1","1","0","convenio",198281.35,"0",8.5945205479452,0.0794520547945206,1216,1
"0","1","0","1","0",1045.15,"0",NA,63,"1","1","1","1","1","1","desiste",0,"0",9.15616438356164,0.479452054794521,1217,1
"0","2","0","2","0",1166.66,"0",NA,60,"0","1","1","1","0","1",NA,NA,"0",1.01917808219178,NA,1218,0
"0","2","0","2","0",1166.66,"0",NA,60,"0","1","1","1","0","1",NA,NA,"0",1.01917808219178,NA,1219,0
"0","1","0","2","0",205,"1",NA,54,"0","1","1","1","0","0","desiste",0,"0",5.26575342465753,0.106849315068493,1220,1
"0","5","0","2","0",144.866,"0",NA,50,"0","1","1","1","0","1","convenio",6500,"0",0.345205479452055,0.405479452054795,1221,1
"0","1","0","1","0",243,"1",NA,60,"1","0","0","1","0","0",NA,NA,"0",2.07671232876712,NA,1222,0
"0","1","0","1","0",172.41,"1",NA,60,"1","0","0","1","0","0",NA,NA,"0",0.978082191780822,NA,1223,0
"1","3","0","2","0",156.77,"1",NA,48,"0","1","1","0","0","0","convenio",13000,"0",0.980821917808219,1.51780821917808,1224,1
"0","3","0","1","0",2333.33,"1",NA,60,"1","1","1","1","1","1",NA,NA,"0",0.887671232876712,NA,1225,0
"0","3","0","1","0",410.802142857143,"0",NA,75,"1","1","1","1","1","0","caducidad",0,"0",18.5342465753425,2.64109589041096,1226,1
"0","5","0","2","0",500,"0",NA,61.25,"0","1","1","0","0","1","desiste",0,"0",7.49041095890411,0.646575342465753,1227,1
"0","3","0","2","0",286.23,"0",NA,54,"0","1","1","1","1","1","convenio",32501.93,"0",1.73972602739726,0.665753424657534,1228,1
"0","7","0","2","0",286,"0",NA,66,"0","1","1","1","1","0","convenio",16500,"0",1.44931506849315,0.378082191780822,1229,1
"0","1","0","2","0",243.333333333333,"1",NA,48,"0","1","1","1","0","0","convenio",37500,"0",5.61643835616438,0.934246575342466,1230,1
"0","7","0","2","0",1244.65,"1",NA,63,"0","1","1","1","0","0","convenio",140000,"0",3.16438356164384,2.24657534246575,1231,1
"0","2","0","2","0",333.33,"0","1966",72,"0","1","1","1","0","1","desiste",0,"0",25.572602739726,4.14794520547945,1232,0
"0","1","0","2","0",183.32,"0",NA,57,"0","1","1","1","0","1","convenio",3700,"0",0.150684931506849,0.375342465753425,1233,1
"0","1","0","2","0",128.571428571429,"0",NA,91,"0","1","1","1","0","0",NA,NA,"0",23.1780821917808,NA,1234,0
"0","3","0","2","0",300,"0",NA,72,"0","1","1","1","0","0","convenio",11000,"0",0.257534246575342,0.353424657534247,1235,1
"0","3","0","1","0",314.78,"0",NA,48,"1","1","1","1","1","1","convenio",35000,"0",0.194520547945205,0.906849315068493,1236,1
"0","2","0","1","0",975,"1",NA,60,"1","0","1","1","0","1","convenio",20000,"0",3.32876712328767,1.55068493150685,1237,1
"1","3","0","2","0",197.27,"0",NA,40,"0","1","1","0","0","0","convenio",22000,"0",5.78082191780822,1.4027397260274,1238,1
"1","1","0","2","0",242.93,"0",NA,60,"0","1","1","0","0","0","convenio",9000,"0",0.0876712328767123,1.53698630136986,1239,1
"0","1","0","2","0",1798.55,"0",NA,42,"0","1","1","0","0","0","convenio",180000,"0",4.15068493150685,1.05753424657534,1240,1
"0","2","0","2","0",700,"0",NA,66,"0","1","1","1","0","1","convenio",50000,"0",4.52054794520548,1.32328767123288,1241,1
"1","3","0","2","0",628.33,"0",NA,47.5,"0","1","1","0","0","0","desiste",0,"0",1.96164383561644,3.98356164383562,1242,0
"1","4","0","2","0",298.62,"0",NA,60,"0","1","1","0","0","0","desiste",0,"0",0.249315068493151,2.92876712328767,1243,1
"0","3","0","2","0",348,"0",NA,70,"0","1","1","1","0","0","convenio",39000,"0",1.95068493150685,1.20547945205479,1244,1
"0","3","0","1","0",173.33,"1",NA,40,"1","0","1","0","1","0","convenio",17000,"0",2.4,1.15342465753425,1245,1
"0","5","0","2","0",363.33,"0",NA,61,"0","1","1","1","0","0","convenio",30000,"0",10.186301369863,0.0684931506849315,1246,1
"1","3","0","2","0",363.74,"0",NA,45,"0","1","1","0","0","0","desiste",0,"0",4.34794520547945,0.00273972602739726,1247,1
"0","5","0","1","0",273.16,"0",NA,84,"1","1","1","0","1","0","convenio",330000,"0",6.58904109589041,1.63013698630137,1248,1
"1","3","0","2","0",160.2,"1",NA,54,"0","1","1","0","0","0","convenio",6000,"0",0.745205479452055,0.898630136986301,1249,1
"1","3","0","2","0",292.65,"1",NA,63,"0","1","1","0","0","0",NA,NA,"0",0.0219178082191781,NA,1250,0
"1","3","0","2","0",292.65,"1",NA,63,"0","1","1","0","0","0",NA,NA,"0",0.0219178082191781,NA,1251,0
"1","3","0","2","0",292.65,"1",NA,63,"0","1","1","0","0","0",NA,NA,"0",0.0219178082191781,NA,1252,0
"1","8","0","2","0",182.07,"0",NA,57,"0","1","1","0","0","0","desiste",0,"0",0.553424657534247,0.26027397260274,1253,1
"0","6","0","2","0",383.33,"0",NA,77,"0","1","1","1","0","0","desiste",0,"0",4.39178082191781,1.19452054794521,1254,1
"0","4","0","2","0",285.71,"0",NA,60,"0","1","1","1","0","0","caducidad",0,"0",1.00821917808219,3.74246575342466,1255,0
"0","11","0","2","0",403.33,"0",NA,60,"0","1","1","1","0","0","desiste",0,"0",3.15068493150685,0.364383561643836,1256,1
"0","8","0","2","0",455.02,"0",NA,60,"0","1","1","1","0","0","desiste",0,"0",0.156164383561644,0.0657534246575342,1257,1
"0","4","0","2","0",366.66,"0",NA,61,"0","1","1","1","0","0","convenio",20560.56,"0",11.8575342465753,0.6,1258,1
"0","6","0","1","0",598.07,"0",NA,147,"1","1","1","0","1","1","desiste",0,"0",9.28767123287671,0.86027397260274,1259,1
"0","2","0","1","0",666.66,"0",NA,66,"1","1","1","1","0","1","convenio",47500,"0",6.43287671232877,0.843835616438356,1260,1
"1","3","0","2","0",430.05,"0",NA,72,"0","1","1","1","0","0","convenio",20000,"0",0.405479452054795,0.726027397260274,1261,1
"0","2","0","2","0",2609.33,"0",NA,48,"0","1","1","0","0","0","convenio",560000,"0",19.0876712328767,0.745205479452055,1262,1
"0","1","0","2","0",200,"0",NA,65.5,"0","1","1","1","0","1","convenio",20000,"0",8.85205479452055,2.44657534246575,1263,1
"0","3","0","1","0",174.474285714286,"0",NA,60,"1","0","1","1","0","1","convenio",6500,"0",7.7041095890411,0.912328767123288,1264,1
"0","1","0","1","0",182.14,"0",NA,72,"1","1","1","1","1","0","desiste",0,"0",10.0547945205479,1.01917808219178,1265,1
"0","1","0","2","0",150,"0",NA,72,"0","1","1","0","0","0","desiste",0,"0",NA,2.21095890410959,1266,1
"0","6","0","2","0",300,"1",NA,77,"0","1","1","1","0","1","convenio",8000,"0",0.328767123287671,2.59452054794521,1267,1
"1","6","0","2","0",174.87,"0",NA,40,"0","1","1","0","0","0","caducidad",0,"0",3.36438356164384,2.06849315068493,1268,1
"0","7","0","2","0",400,"0",NA,60,"0","1","1","1","0","0","desiste",0,"0",6.76986301369863,0.235616438356164,1269,1
"0","2","0","1","0",1179.78,"0",NA,66,"1","0","1","1","0","1","convenio",25000,"0",1.19452054794521,0.824657534246575,1270,1
"0","6","0","2","0",209.86,"1",NA,43.5,"0","1","1","0","0","0","convenio",7000,"0",6.56712328767123,0.178082191780822,1271,1
"0","2","0","2","0",186.4,"1",NA,60,"0","1","1","0","0","0","convenio",32000,"0",1.46301369863014,0.802739726027397,1272,1
"0","2","1","2","0",1500,"0",NA,61,"0","1","1","1","0","1","convenio",75000,"0",1.06575342465753,0.515068493150685,1273,1
"1","2","0","2","0",250,"0",NA,54,"0","1","1","0","0","0","caducidad",0,"0",0.567123287671233,1.16712328767123,1274,1
"0","2","0","1","0",188.28,"1",NA,40,"1","0","1","1","0","0","convenio",125000,"0",12.1917808219178,0.156164383561644,1275,1
"0","2","0","2","0",400,"0",NA,72,"0","1","1","1","0","0","convenio",12000,"0",6.61095890410959,1.01095890410959,1276,1
"0","6","0","1","0",453.85,"1",NA,112,"1","1","1","1","1","1","convenio",23000,"0",0.638356164383562,0.136986301369863,1277,1
"0","6","0","1","0",226.666666666667,"0",NA,77,"1","1","1","1","0","0","convenio",9820,"0",2.59178082191781,0.802739726027397,1278,1
"0","2","0","1","0",642.857142857143,"0",NA,60,"1","1","1","1","1","0","convenio",12000,"0",4.61643835616438,3.04931506849315,1279,0
"1","2","0","2","0",70.4,"1",NA,48,"0","1","1","0","0","0","convenio",7000,"0",9.66575342465753,2.89315068493151,1280,1
"1","3","0","2","0",298.7,"0",NA,42,"0","1","1","0","0","0","convenio",11500,"0",0.643835616438356,0.583561643835616,1281,1
"0","1","0","2","0",85.31,"0",NA,56,"0","1","1","0","0","1","convenio",6000,"0",1.17808219178082,0.575342465753425,1282,1
"0","2","0","1","0",216.42,"1",NA,54,"1","1","1","1","1","1","desiste",0,"0",4.47397260273973,0.805479452054795,1283,1
"0","2","0","2","0",131.428571428571,"1",NA,45,"0","1","1","1","0","0","convenio",30500,"0",10.9506849315068,1.03561643835616,1284,1
"0","3","0","2","0",314.05,"0",NA,63,"0","1","1","1","0","1","convenio",20000,"0",1.15068493150685,1.14246575342466,1285,1
"0","3","0","2","0",401.902857142857,"0",NA,69,"0","1","1","1","0","0","convenio",15000,"0",1.21095890410959,0.578082191780822,1286,1
"0","1","0","1","0",300,"0",NA,60,"1","0","1","1","0","1","convenio",20000,"0",0.0712328767123288,1.0986301369863,1287,1
"0","2","0","1","0",302.8,"0",NA,50,"1","1","1","0","1","1","desiste",0,"0",1.49315068493151,0.0602739726027397,1288,1
"1","3","0","2","0",264,"0",NA,56,"0","1","1","0","0","0","convenio",20600,"0",4.21643835616438,0.917808219178082,1289,1
"0","5","0","2","0",850,"0",NA,60,"0","1","1","1","0","0","convenio",75000,"0",31.358904109589,0.156164383561644,1290,1
"0","7","0","1","0",300,"0",NA,60,"1","1","1","1","1","1","convenio",40000,"0",10.5342465753425,0.495890410958904,1291,1
"0","6","0","1","0",138.382,"0",NA,36,"1","1","1","0","1","1","convenio",17000,"0",3.06027397260274,0.172602739726027,1292,1
"0","7","0","1","0",371.428571428571,"0",NA,60,"1","0","1","0","0","0","caducidad",0,"0",1.85205479452055,2.77534246575342,1293,1
"1","1","0","2","0",206.37,"0",NA,93,"0","1","1","0","0","0",NA,NA,"0",15.027397260274,NA,1294,0
"0","6","0","2","0",202.333333333333,"1",NA,54,"0","1","1","0","0","0","convenio",20000,"0",4.54794520547945,0.638356164383562,1295,1
"0","6","0","2","0",308.466666666667,"1",NA,NA,"0","1","1","0","0","0","convenio",32000,"0",1.78630136986301,1.3972602739726,1296,1
"0","7","0","1","0",553.33,"0",NA,77,"1","0","1","1","0","1","desiste",0,"0",13.186301369863,1.74246575342466,1297,1
"0","2","0","1","0",1185.82,"1",NA,60,"1","1","1","1","1","0","convenio",100000,"0",9.72328767123288,1.37534246575342,1298,1
"0","2","0","1","0",313.23,"0",NA,50,"1","1","0","1","1","1","desiste",0,"0",8.44383561643836,0.684931506849315,1299,1
"1","7","0","2","0",175.55,"0",NA,54,"0","1","1","0","0","0","convenio",30000,"0",15.3835616438356,2.10958904109589,1300,1
"0","6","0","2","0",500,"0",NA,70,"0","1","1","1","0","1","convenio",20000,"0",1.46027397260274,1.38904109589041,1301,1
"0","3","0","2","0",800,"0",NA,66,"0","1","1","1","0","1","convenio",24200,"0",1.02191780821918,0.178082191780822,1302,1
"0","5","0","2","0",533.333333333333,"0",NA,84,"0","1","1","1","0","0","convenio",8000,"0",0.942465753424658,0.468493150684932,1303,1
"0","5","0","2","0",207,"0",NA,78,"0","1","1","1","0","1","desiste",0,"0",2.37534246575342,0.0246575342465753,1304,1
"0","5","0","1","0",297.61,"0",NA,72.7416666666667,"1","1","1","1","0","1","convenio",45000,"0",1.73150684931507,0.158904109589041,1305,1
"0","2","0","2","0",165.45,"0",NA,54,"0","1","1","1","0","1","desiste",0,"0",10.1671232876712,2,1306,1
"0","5","0","1","0",605,"0",NA,66,"1","1","1","1","1","0","convenio",40000,"0",4.75068493150685,1.74794520547945,1307,1
"0","6","0","2","0",180,"1",NA,69,"0","1","1","1","0","0",NA,NA,"0",2.07123287671233,NA,1308,0
"0","6","0","2","0",1000,"1",NA,72,"0","1","1","1","0","0","convenio",20000,"0",1.2958904109589,2.44109589041096,1309,1
"1","4","0","2","0",131.65,"0",NA,50,"0","1","1","0","0","0","convenio",5000,"0",0.345205479452055,1,1310,1
"0","1","0","2","0",292.06,"0",NA,70,"0","1","1","1","1","1","convenio",12000,"0",1.06027397260274,0.252054794520548,1311,1
"0","5","0","2","0",185.714285714286,"0",NA,84,"0","1","1","1","0","0","desiste",0,"0",1.38630136986301,0.610958904109589,1312,1
"1","3","0","1","0",570.86,"1",NA,47.5,"1","1","1","0","0","0","desiste",0,"0",5,0.838356164383562,1313,1
"0","2","1","1","0",983.333333333333,"1",NA,61,"1","1","1","1","1","1","desiste",0,"0",0.728767123287671,1.30684931506849,1314,1
"0","1","0","2","0",204,"0",NA,72,"0","1","1","1","0","0","convenio",8000,"0",2.15342465753425,0.567123287671233,1315,1
"0","7","0","2","0",300,"0",NA,72,"0","1","1","1","0","0","caducidad",0,"0",2.61095890410959,2.61917808219178,1316,1
"0","1","0","2","0",848.8,"0",NA,60.6666666666667,"0","1","1","1","0","1","desiste",0,"0",1.74794520547945,0.63013698630137,1317,1
"0","3","0","1","0",228.433333333333,"0",NA,40,"1","0","1","0","0","1","convenio",19100,"0",0.961643835616438,0.243835616438356,1318,1
"0","1","0","2","0",374.866666666667,"0",NA,49,"0","1","1","1","0","1","convenio",15000,"0",2.98356164383562,0.564383561643836,1319,1
"0","6","0","2","0",183.333333333333,"1",NA,69,"0","1","1","1","0","0","convenio",6500,"0",7.28219178082192,0.526027397260274,1320,1
"0","5","0","2","0",12839.95,"0",NA,60,"0","1","1","1","0","0","desiste",0,"0",0.616438356164384,3.06027397260274,1321,0
"0","5","0","2","0",425.57,"0",NA,42,"0","1","1","1","0","1",NA,NA,"0",4.66027397260274,NA,1322,0
"0","5","0","2","0",425.57,"0",NA,42,"0","1","1","1","0","1",NA,NA,"0",4.66027397260274,NA,1323,0
"0","3","0","2","0",266.66,"0",NA,66,"0","1","1","1","0","0","convenio",15600,"0",1.24657534246575,1.4958904109589,1324,1
"0","1","0","1","0",174.5,"1",NA,63,"1","1","1","1","0","1","convenio",12000,"0",2.5041095890411,0.208219178082192,1325,1
"1","5","0","2","0",NA,"1",NA,48,"0","1","1","0","0","0","convenio",9000,"0",1.01095890410959,0.728767123287671,1326,1
"0","3","0","2","0",433.33,"0",NA,55,"0","1","1","1","0","0","convenio",50000,"0",7.16712328767123,0.627397260273973,1327,1
"0","5","0","2","0",483.33,"0",NA,60,"0","1","1","1","0","0","convenio",12000,"0",1.15890410958904,0.0328767123287671,1328,1
